
INSTRUMENT1,13-Nov-1997,3.5085
INSTRUMENT1,14-Nov-1997,3.502
INSTRUMENT1,17-Nov-1997,3.5055
INSTRUMENT1,18-Nov-1997,3.497
INSTRUMENT1,19-Nov-1997,3.497
INSTRUMENT1,20-Nov-1997,3.497
INSTRUMENT1,21-Nov-1997,3.505
INSTRUMENT1,24-Nov-1997,3.5165
INSTRUMENT1,25-Nov-1997,3.522
INSTRUMENT1,26-Nov-1997,3.522
INSTRUMENT1,27-Nov-1997,3.522
INSTRUMENT1,28-Nov-1997,3.5265
INSTRUMENT1,01-Dec-1997,3.56
INSTRUMENT1,02-Dec-1997,3.55
INSTRUMENT1,03-Dec-1997,3.5428
INSTRUMENT1,04-Dec-1997,3.548
INSTRUMENT1,05-Dec-1997,3.538
INSTRUMENT1,08-Dec-1997,3.558
INSTRUMENT1,09-Dec-1997,3.5455
INSTRUMENT1,10-Dec-1997,3.542
INSTRUMENT1,11-Dec-1997,3.5425
INSTRUMENT1,12-Dec-1997,3.55
INSTRUMENT1,15-Dec-1997,3.5223
INSTRUMENT1,16-Dec-1997,3.506
INSTRUMENT1,17-Dec-1997,3.4895
INSTRUMENT1,18-Dec-1997,3.502
INSTRUMENT1,19-Dec-1997,3.5
INSTRUMENT1,22-Dec-1997,3.486
INSTRUMENT1,23-Dec-1997,3.497
INSTRUMENT1,24-Dec-1997,3.497
INSTRUMENT1,26-Dec-1997,3.497
INSTRUMENT1,29-Dec-1997,3.497
INSTRUMENT1,30-Dec-1997,3.497
INSTRUMENT1,31-Dec-1997,3.497
INSTRUMENT1,01-Jan-1998,3.515
INSTRUMENT1,02-Jan-1998,3.515
INSTRUMENT1,05-Jan-1998,3.52
INSTRUMENT1,06-Jan-1998,3.52
INSTRUMENT1,07-Jan-1998,3.53
INSTRUMENT1,08-Jan-1998,3.535
INSTRUMENT1,09-Jan-1998,3.53
INSTRUMENT1,12-Jan-1998,3.53
INSTRUMENT1,13-Jan-1998,3.53
INSTRUMENT1,14-Jan-1998,3.53
INSTRUMENT1,15-Jan-1998,3.53
INSTRUMENT1,16-Jan-1998,3.543
INSTRUMENT1,19-Jan-1998,3.5465
INSTRUMENT1,20-Jan-1998,3.5465
INSTRUMENT1,21-Jan-1998,3.54
INSTRUMENT1,22-Jan-1998,3.51
INSTRUMENT1,23-Jan-1998,3.5
INSTRUMENT1,26-Jan-1998,3.47
INSTRUMENT1,27-Jan-1998,3.4725
INSTRUMENT1,28-Jan-1998,3.4725
INSTRUMENT1,29-Jan-1998,3.45
INSTRUMENT1,30-Jan-1998,3.45
INSTRUMENT1,02-Feb-1998,3.5465
INSTRUMENT1,03-Feb-1998,3.5
INSTRUMENT1,04-Feb-1998,3.497
INSTRUMENT1,05-Feb-1998,3.529
INSTRUMENT1,06-Feb-1998,3.5
INSTRUMENT1,09-Feb-1998,3.544
INSTRUMENT1,10-Feb-1998,3.5415
INSTRUMENT1,11-Feb-1998,3.5447
INSTRUMENT1,12-Feb-1998,3.5495
INSTRUMENT1,13-Feb-1998,3.5525
INSTRUMENT1,16-Feb-1998,3.5575
INSTRUMENT1,17-Feb-1998,3.5555
INSTRUMENT1,18-Feb-1998,3.5555
INSTRUMENT1,19-Feb-1998,3.5585
INSTRUMENT1,20-Feb-1998,3.5615
INSTRUMENT1,23-Feb-1998,3.563
INSTRUMENT1,24-Feb-1998,3.563
INSTRUMENT1,25-Feb-1998,3.5385
INSTRUMENT1,26-Feb-1998,3.515
INSTRUMENT1,27-Feb-1998,3.49
INSTRUMENT1,02-Mar-1998,3.4835
INSTRUMENT1,03-Mar-1998,3.4738
INSTRUMENT1,04-Mar-1998,3.4942
INSTRUMENT1,05-Mar-1998,3.4865
INSTRUMENT1,06-Mar-1998,3.4865
INSTRUMENT1,09-Mar-1998,3.5
INSTRUMENT1,10-Mar-1998,3.4965
INSTRUMENT1,11-Mar-1998,3.4855
INSTRUMENT1,12-Mar-1998,3.4773
INSTRUMENT1,13-Mar-1998,3.4641
INSTRUMENT1,16-Mar-1998,3.444
INSTRUMENT1,17-Mar-1998,3.4462
INSTRUMENT1,18-Mar-1998,3.4385
INSTRUMENT1,19-Mar-1998,3.4575
INSTRUMENT1,20-Mar-1998,3.455
INSTRUMENT1,23-Mar-1998,3.434
INSTRUMENT1,24-Mar-1998,3.435
INSTRUMENT1,25-Mar-1998,3.4365
INSTRUMENT1,26-Mar-1998,3.4365
INSTRUMENT1,27-Mar-1998,3.4305
